,Tweets,id,len,date,source,likes,retweets
145,"Excessive heat warning for Phantom Ranch tomorrow (Friday May 29, 2020) with a high near 110 F. (43 C) Hiking into… https://t.co/X1Jb48WvWT",1266159740733714432,139,2020-05-29 00:09:40,Twitter Media Studio,201,63
146,"@THM74 @NatlParkService @Interior At this time the hiker shuttle, along with the other South Rim shuttles will not… https://t.co/FTfPmPG5Wy",1266125797217062912,139,2020-05-28 21:54:48,Twitter Web App,1,0
147,"@ShermanKevin @NatlParkService @Interior The entrance station on the North Rim will open at 6 am on June 5, 2020.",1266124854287142913,113,2020-05-28 21:51:03,Twitter Web App,1,0
148,"@GiffinJen @NatlParkService @Interior You can purchase passes online here: 
 https://t.co/TT05KUIESu
Or buy a pass… https://t.co/Q3pcKQMUja",1266124345165770753,139,2020-05-28 21:49:01,Twitter Web App,2,1
149,"Grand Canyon National Park Implements Stage 2 Fire Restrictions. 
https://t.co/9IznvmTHxk #GrandCanyon #Arizona https://t.co/p0ufWwFObz",1266101297490440193,135,2020-05-28 20:17:27,Twitter Media Studio,68,12
150,RT @NWSFlagstaff: Heat Warning for lower Grand Canyon today! @GrandCanyonNPS 113 @ Phantom Ranch. #azwx #AZheat http://t.co/Thk6B6gUF7 http…,1266072961141706752,140,2020-05-28 18:24:51,Twitter Web App,0,9
151,"Grand Canyon National Park Increases Recreational Access. 
For detailed information: https://t.co/ib4IAgBcSf.… https://t.co/uZSi4xXgjM",1266064371823730694,134,2020-05-28 17:50:43,Twitter Web App,764,165
152,U.S. Interior Secretary Bernhardt stopped by this weekend to talk with park employees about our phased reopening. https://t.co/lLXBLXmqKC,1265321497993895936,137,2020-05-26 16:38:48,Twitter Web App,33,3
153,"Grand Canyon National Park will be Closed Tues May 26, Wed May 27, and Thurs May 28, 2020.

During the upcoming wee… https://t.co/wMspnG1AKg",1265136424321527808,140,2020-05-26 04:23:23,Twitter Media Studio,369,71
154,RT @SpecialAgentNPS: #MemorialDay is a time of remembrance for those who lost their lives while serving in the US military. We hope you spe…,1264978258698919942,140,2020-05-25 17:54:53,Twitter for iPhone,0,35
155,"@alexa_leicht The South Rim of the park will be closed Tuesday 5/26, Wednesday 5/27, and Thursday 5/28. In the next… https://t.co/ApHJhZ1U1K",1264941512967598082,140,2020-05-25 15:28:52,Twitter Web App,4,0
156,Remembering and honoring the brave women and men who fought for our freedom and gave their lives in defense of our… https://t.co/TXogpy9i1P,1264921827203141634,139,2020-05-25 14:10:39,Twitter Media Studio,859,162
157,RT @NWSFlagstaff: Warmer daytime temperatures will develop as high pressure strengthens the next several days. #azwx https://t.co/lcmaDcUKux,1264674673167462400,140,2020-05-24 21:48:33,Twitter for iPhone,0,7
158,"RT @Interior: For Memorial Day weekend, @GrandCanyonNPS will be open for limited entry &amp; recreation access. Learn more: https://t.co/W8kTbU…",1264225287362850817,144,2020-05-23 16:02:51,Twitter for iPhone,0,336
159,RT @NWSFlagstaff: We still expect a period of dangerous fire weather conditions to occur this afternoon. A Red Flag Warning is in effect fr…,1263874610195357698,140,2020-05-22 16:49:23,Twitter for iPhone,0,17
160,"S. Rim open Fri, May 22 through Mon, May 25 - limited day use access. You must enter via S. Entrance between 4 and… https://t.co/PfOhkAYO7T",1263858390369009664,139,2020-05-22 15:44:56,Twitter Media Studio,222,52
161,RT @NWSFlagstaff: Dangerous fire weather conditions will occur Friday afternoon and early evening across portions of northern Arizona. A Re…,1263600200733478912,140,2020-05-21 22:38:59,Hootsuite Inc.,0,16
162,"The park is Closed today, Thursday. May 21, 2020.

Grand Canyon National Park's South Rim will be open for Memorial… https://t.co/n4G6nsRcab",1263589879654445056,140,2020-05-21 21:57:58,Twitter Media Studio,287,61
163,"Grand Canyon National Park is Closed today, Thursday. May 21, 2020.

Grand Canyon National Park's South Rim will be… https://t.co/Cc2XjgJQVx",1263491075353665536,140,2020-05-21 15:25:21,Twitter Media Studio,388,81
164,"RT @NPSFireSW: This #MemorialDayWeekend make sure your vehicle is properly maintained, with nothing dragging on the ground. Dragging chains…",1263262137377415169,140,2020-05-21 00:15:38,Twitter for iPhone,0,2
165,Happy #WorldBeeDay from Grand Canyon National Park. Much of our food supply depends upon the work &amp; survival of bee… https://t.co/rjCcc8QPBE,1263247786394468357,144,2020-05-20 23:18:36,Twitter Web App,786,200
166,"Grand Canyon National Park is Closed today, Wed. May 20, and Thurs. May 21.

Grand Canyon National Park's South Rim… https://t.co/jow1FnLy0A",1263221168955437056,140,2020-05-20 21:32:50,Twitter Media Studio,351,66
167,"Grand Canyon National Park is Closed Tues. May 19, Wed. May 20, and Thurs. May 21.

Grand Canyon National Park's So… https://t.co/9Y4vp2PCkn",1263187728310697986,140,2020-05-20 19:19:57,Twitter Web App,22,4
168,"Grand Canyon National Park will be Closed Tues. May 19, Wed. May 20, and Thurs. May 21. 

During Memorial Day Weeke… https://t.co/ej43PDDzZM",1262595215656919040,140,2020-05-19 04:05:31,Twitter Web App,220,53
169,RT @NWSFlagstaff: Dangerous fire weather conditions and strong winds will occur on Monday in portions of northern Arizona. A Red Flag Warni…,1262195720506896384,140,2020-05-18 01:38:04,Twitter for iPhone,0,22
170,"Visiting a park today with the people in your household? Give others plenty of room at a scenic overlook, or in par… https://t.co/19gwX8v5QJ",1262135608765370368,140,2020-05-17 21:39:13,Twitter Web App,370,41
171,Even though SR 67 is now open between Jacob Lake and the North Entrance to Grand Canyon National Park - the North R… https://t.co/mDjv6gwCyK,1262090260000858112,140,2020-05-17 18:39:01,Twitter Web App,97,19
172,@ArizonaDOT Thanks @ArizonaDOT  Even though SR 67 is open between Jacob Lake and the entrance to Grand Canyon Natio… https://t.co/eyMFhwriYm,1262083516717654016,140,2020-05-17 18:12:13,Twitter Web App,9,1
173,View from Duck on the Rock yesterday. Sunday 5/17 &amp; Monday 5/18 there is limited day-use of some S Rim overlooks al… https://t.co/z1MDnUZrfu,1262021061648015360,144,2020-05-17 14:04:02,Twitter Web App,258,29
174,This weekend there is a limited day-use reopening of some S Rim overlooks along Desert View Dr.… https://t.co/buYEbYzowu,1261662362458705921,120,2020-05-16 14:18:42,Twitter Web App,159,39
175,"@Fritesenmayo Hi,  the North Rim remains closed at this time. As soon as we know the opening date, we will announce… https://t.co/YV1sr9ae9g",1261289919026049025,140,2020-05-15 13:38:44,Twitter Web App,1,0
176,South Entrance Station is open this morning between 6 and 10 am. Arrive no later than 9 - 9:30 am to be sure of get… https://t.co/6bwWKKwVEK,1261284887195082754,140,2020-05-15 13:18:45,Twitter Web App,86,27
177,@tomkarren Date for North Rim reopening and access to hiking trails has not been determined.  Will will announce it… https://t.co/UmplewkyYt,1261043635354832896,140,2020-05-14 21:20:06,Twitter Web App,2,0
178,"Before heading on to the next overlook, do you have everything you brought with you:  Your car keys?  Your camera?… https://t.co/j8IGHxPJ7o",1261042660829278208,139,2020-05-14 21:16:14,Twitter Web App,19,5
179,"While some viewpoints are open, most park facilities including restrooms will remain closed this weekend. Be sure t… https://t.co/71idC317xa",1261032070442299406,140,2020-05-14 20:34:09,Twitter Web App,26,9
180,"Be prepared!  With limited access to the park available this weekend and most park facilities still closed, you’ll… https://t.co/1KyiMo4dNp",1261028355706687488,139,2020-05-14 20:19:23,Twitter Web App,28,9
181,"Limited day-use reopening May 15-18, 2020, to some South Rim overlooks.  You must enter South Entrance station betw… https://t.co/BaJkpgnrle",1261025052042186753,140,2020-05-14 20:06:15,Twitter Web App,364,79
182,"News Release - May 13, 2020: Grand Canyon National Park is beginning to increase access to South Rim Viewpoints.… https://t.co/UJJS0usdrX",1260762540927094785,137,2020-05-14 02:43:08,Twitter Web App,193,36
183,Grand Canyon National Park wishes all the moms out there a Happy Mother's Day!   Pink cactus flower and Apache Plum… https://t.co/Tis25zoShu,1259505173937786882,140,2020-05-10 15:26:48,Twitter Web App,705,117
184,"RT @NatlParkService: All Aboard!!! 🚂

Check out the NEW Junior Ranger Railroad Explorer activity book! Get started at https://t.co/XAj14jRw…",1259269327536046080,140,2020-05-09 23:49:38,Twitter for iPhone,0,62
185,"@Photorrhorne Beautiful photo, Rick.  Thanks for sharing it.",1258193215930290176,60,2020-05-07 00:33:33,Twitter Web App,11,2
186,"@aybuketurker That will depend upon when the park will begin to reopen. We don't have a date yet. When we do, we will announce it here.",1258102672449650688,135,2020-05-06 18:33:46,Twitter Web App,2,0
187,"@mando_io @Christo70146710 Not yet.  As soon as we know a reopening date, we will announce it.",1258102091538591744,94,2020-05-06 18:31:27,Twitter Web App,4,0
188,@TweetsofOld Flowers identified clockwise - starting top left with monkeyflower,1258101272466485248,79,2020-05-06 18:28:12,Twitter Web App,1,0
189,"#WildflowerWednesday #NationalWildflowerWeek
As temperatures rise within Grand Canyon, spring flower season will so… https://t.co/XwZ7bmv8QR",1258094177021079553,140,2020-05-06 18:00:00,Twitter Web App,669,131
190,This item was used in the El Tovar Hotel dining room during the 1920's.  It is a butter pat server.  Ice was placed… https://t.co/9GKJJdqOfO,1257480557266472963,140,2020-05-05 01:21:42,Twitter Web App,107,5
191,"RT @NatlParkService: Pace yourself...

#MondayMotivation #MayThe4th https://t.co/AjhkJKgjzp",1257435087135784960,91,2020-05-04 22:21:01,Twitter for iPhone,0,550
192,Water experiment to be conducted along the Colorado River while maintaining hydropower production this summer.… https://t.co/4LKuLZm1kM,1257428241578709004,135,2020-05-04 21:53:49,Twitter Web App,72,9
193,"@360_az The park does not have an reopening date set yet. 
You can follow updates here: https://t.co/P9gi3nVMfz",1257320469356621826,111,2020-05-04 14:45:34,Twitter Web App,11,1
194,#MuseumMonday Can you identify this object from Grand Canyon National Park's Museum Collection?  Clue: it is about… https://t.co/hKADq3cCN4,1257317282545405954,139,2020-05-04 14:32:54,Twitter Web App,183,28
195,"At 4 pm MST (7 pm EDT) today, May 1, 2020, U.S. Army Field Band will present a virtual concert that honors national… https://t.co/CmwLmbjxoL",1256265069656076294,140,2020-05-01 16:51:47,Twitter Web App,100,21
196,"Lying on the ground
We stare into time and space
Does it look back at us?

Have a haiku about stars?  Let's hear it… https://t.co/XvXFpH3etC",1255187086325374976,140,2020-04-28 17:28:16,Twitter Media Studio,1613,415
197,"Today is B.A.R.K. Ranger Day!  Once we are open,  leashed pets are allowed on South Rim trails above the rim, in ca… https://t.co/RKdbTVdg5U",1254423212663816192,140,2020-04-26 14:52:54,Twitter Media Studio,756,122
198,"This year we celebrate the healing power of the outdoors, by safely enjoying Nature in our homes, backyards, neighb… https://t.co/g0uqfOZmgM",1254249622303735808,140,2020-04-26 03:23:07,Twitter Web App,952,153
199,@LANMonkeyGC Good to know. Thanks!,1253711788148809730,34,2020-04-24 15:45:57,Twitter Web App,2,0
0,"Welcome summer! Long days, heavy storms, and plenty of time to be outdoors. The summer solstice reminds us: “The su… https://t.co/KeumqnEpIJ",1275428506474893315,140,2020-06-23 14:00:26,Twitter Web App,406,85
1,"Birds, bees, butterflies, bats, beetles… Bears, Beets, Battlestar Galactica. Oops! We got carried away… 

With over… https://t.co/IoJOdA7bvj",1275053004249600000,140,2020-06-22 13:08:20,Twitter for Android,300,39
2,"Happy Fathers Day! Did you know that foxes are excellent dads to their offspring? That’s right! Red foxes, found in… https://t.co/2RsGWnbGqw",1274706059584733190,140,2020-06-21 14:09:42,Twitter Web App,1421,216
3,"To prevent their spread, use dead and downed wood within the park or certified heat-treated firewood sourced locall… https://t.co/D2fhrP80vL",1274346704402370560,140,2020-06-20 14:21:45,Twitter Web App,28,3
4,"Insects play a vital role in the health of our Smokies ecosystem, but some can wreck havoc. The Asian Long-horned B… https://t.co/9cq2m1vtQK",1274346702233899008,140,2020-06-20 14:21:44,Twitter Web App,67,14
5,"""I took my grandson Grant on a hike to Walker Sister's Cabin when he was just two years of age. He has been eager t… https://t.co/lqv1ZpMxzU",1273966484084142081,140,2020-06-19 13:10:53,Twitter Web App,171,12
6,"Did you know that June 18 is International Picnic Day? Today's a great day for a picnic, whether you're in the park… https://t.co/t0JlYqsEHa",1273629239938613248,140,2020-06-18 14:50:48,Twitter Web App,215,30
7,"Shaconage (pronounced Sha-Kon-O-Hey) meaning ""Land of Blue Smoke"" is the Cherokee word for the Great Smoky Mountain… https://t.co/x4d2IHf9B0",1273269386623823873,140,2020-06-17 15:00:52,Twitter for iPhone,1232,223
8,"Congrats to many of you! Pictured above is Looking Glass Rock in Pisgah National Forest, viewed from the Blue Ridge… https://t.co/nyRCfwSfmY",1272989069228810245,140,2020-06-16 20:26:59,Twitter for iPhone,63,4
9,Great Smoky Mountains National Park and the Southern Appalachians are well known for their beautiful scenic vistas.… https://t.co/xrMi8RMiKY,1272892658457993217,140,2020-06-16 14:03:53,Twitter Web App,356,42
10,"On this day in 1934, Congress authorized the establishment of Great Smoky Mountains National Park. We are thankful… https://t.co/ddNumvYlrd",1272603321652654085,139,2020-06-15 18:54:10,Twitter for iPhone,854,195
11,"Please remember that stacking rocks and channeling streams can disrupt salamander habitat. For aquatic critters, mo… https://t.co/653ZmB9yiD",1272540220177756160,140,2020-06-15 14:43:25,Twitter for Android,323,98
12,"It's National Get Outdoors Day! What's your favorite outdoor activity?

Remember to #RecreateResponsibly by plannin… https://t.co/VpdZ0n93Rk",1271816679023132680,140,2020-06-13 14:48:20,Twitter Web App,117,11
13,"The peace and serenity of quiet places can heal the soul. Where do you go to find peace?

Photo of Cades Cove taken… https://t.co/VKJUOBcVcz",1271472939741990912,140,2020-06-12 16:02:26,Twitter Web App,313,39
14,"A new season brings with it new blooms! Today's question for #TriviaTuesday, what plant can be seen flowering in th… https://t.co/uwvpCSe7z3",1270354498079330305,140,2020-06-09 13:58:09,Twitter Web App,232,19
15,"Headed to the park? Before you hit the trails, consider mapping your journey using our website and other resources.… https://t.co/5lFme0WzG9",1270026047526965251,140,2020-06-08 16:13:00,Twitter for Android,234,35
16,"""My wish is to stay always like this, living quietly in a corner of nature."" -- Claude Monet

Have you ever experie… https://t.co/QPrKl4BErB",1269314370108080129,140,2020-06-06 17:05:03,Twitter Web App,588,102
17,"“The joy of volunteering in Cades Cove is contagious. The Visitors' excitement, questions and smiles inspire me to… https://t.co/VALR1f9MRM",1268885395833585664,139,2020-06-05 12:40:27,Twitter Web App,114,4
18,Did you know each Eastern Box Turtle has its own unique shell pattern? Here at Great Smoky Mountains National Park… https://t.co/0QxlVTR46n,1268179663270154240,139,2020-06-03 13:56:08,Twitter for iPhone,256,39
